,y,y_tnd,diff_y_tnd,y_gap,log(Y),obs_y,obs_diff_y,shk_y_tnd,shk_y_gap,ant_shk_y_gap,Y,,,log(obs_Y),obs_y_gap,obs_y_gap4,obs_Y,
2011Q3,945.655723108495,946.683503903218,-0.446517622628,-1.027780794732,9.456557231085,946.771157645587,-0.038774679065,-1.946517622608,-1.041778273357,0.0,12791.769446372018,,,,,,,
2011Q4,945.956565809314,946.722288537895,-0.237379434683,-0.765722816707,9.459565657579,946.771157645587,1.115434023298,-1.73737937212,-0.273635118656,0.0,12830.310489360978,,,,,,,
2012Q1,946.316336363676,946.52155468161,-0.124054544026,-0.205218317881,9.463163363637,946.771157645587,0.814595984654,-1.624054544023,0.239556201161,0.0,12876.553309295923,,,,,,,
2012Q2,946.596428896632,945.973414268084,-0.0989090892,0.623014288739,9.465964292099,946.771157645587,0.45482409219,-1.598909139633,0.453513953635,0.0,12912.670170708005,,,,,,,
2012Q3,946.661378960794,945.934171546985,-0.167015114578,0.727207413809,9.466613789608,946.771157645587,0.174730235376,-1.667015114577,0.241460780142,0.0,12921.059641997226,,,,,,,
2012Q4,945.907113072567,945.861745014772,-0.320693743497,0.045367927625,9.459071129339,946.771157645587,0.109777789594,-1.820693671703,-0.497672564902,0.0,12823.967107112949,,,,,,,
2013Q1,946.631865278906,945.885936552156,-0.058736643096,0.74592872676,9.466318652789,946.771157645587,0.864045896614,-1.558736643103,0.733548498445,0.0,12917.246724252005,,,,,,,
2013Q2,945.982656066976,945.957061975389,-0.319601999865,0.025593148926,9.459826560056,946.771157645587,0.139288168741,-1.81960105896,-0.413244973393,0.0,12833.658385865636,,,,,,,
2013Q3,946.062488005275,945.729179055171,-0.201796327077,0.333308950108,9.460624880053,946.771157645587,0.788536275644,-1.701796327079,0.077340585864,0.0,12843.907842618277,,,,,,,
2013Q4,947.121840431306,945.550167709425,-0.001890432322,1.57167003024,9.471218388901,946.771157645587,0.708654106503,-1.501886367798,1.169258758516,0.0,12980.693132888344,,,,,,,
2014Q1,945.49520497668,945.990088772469,-0.543824464261,-0.494883795783,9.454952049767,946.771157645587,-0.350724054929,-2.043824464265,-1.331259374023,0.0,12771.252807902856,,,,,,,
2014Q2,945.612928559005,945.814987710345,-0.210015218021,-0.202058325837,9.45612928244,946.771157645587,1.275953882779,-1.710015773773,0.005313409799,0.0,12786.29639714944,,,,,,,
2014Q3,946.323169137032,945.933335564498,-0.080812908047,0.389833572581,9.463231691371,946.771157645587,1.158228210481,-1.580812908127,0.696151770914,0.0,12877.433165067056,,,,,,,
2014Q4,945.961133397836,945.797245718788,-0.286909632364,0.163887628259,9.459611333672,946.771157645587,0.447988434149,-1.786909610033,-0.170980800205,0.0,12830.896541197055,,,,,,,
2015Q1,946.192831781119,945.965065566825,-0.1786483716,0.227766215075,9.4619283178,946.771157645587,0.81002405551,-1.678648372646,0.349419322409,0.0,12860.659992247512,,,,,,,
2015Q2,946.448306074731,946.012052312001,-0.21854971875,0.436253781139,9.464483060905,946.771157645587,0.578325898976,-1.718549735844,0.253085472825,0.0,12893.557679356469,,,,,,,
2015Q3,946.625029994293,945.978207293144,-0.216501427033,0.646822701116,9.466250299942,946.771157645587,0.322850947564,-1.71650142697,0.348373592977,0.0,12916.363823842563,,,,,,,
2015Q4,946.183711915002,945.50935416688,-0.318711875126,0.674357579482,9.461837120086,946.771157645587,0.14612752828,-1.818711519241,-0.080625507967,0.0,12859.487182928582,,,,,,,
2016Q1,946.469222921153,945.438209520104,-0.207618778866,1.031013401058,9.464692229212,946.771157645587,0.587450991449,-1.70761877887,0.484990280036,0.0,12896.254885061237,,,,,,,
2016Q2,946.171875177949,945.182450094573,-0.306325924262,0.989426592407,9.461718761026,946.771157645587,0.301932531306,-1.806327819824,0.120224349505,0.0,12857.965236186847,,,,,,,
2016Q3,946.275497299821,944.96188094674,-0.254858076374,1.313616353084,9.462754972998,946.771157645587,0.599315888516,-1.754858076376,0.434782850122,0.0,12871.295719112348,,,,,,,
2016Q4,946.340910370175,944.840777030632,-0.278050881432,1.500132204812,9.46340909581,946.771157645587,0.495658377872,-1.778049468994,0.455995661948,0.0,12879.71788151944,,,,,,,
2017Q1,946.271059496352,944.741719899235,-0.320641665656,1.529339597117,9.462710594964,946.771157645587,0.428742697677,-1.820641665656,0.379838178293,0.0,12870.724528978562,,,,,,,
2017Q2,945.948184407364,949.607807624242,-0.108060345054,-3.659476660103,9.459480880068,946.771157645587,0.502528190687,-1.608154296875,1.643193317068,0.0,12829.22281368077,,,,,,,
2017Q3,945.772544148294,949.407924625695,-0.711567114707,-3.6353804774,9.457725441483,946.771157645587,0.8240837978,-2.211567114707,-1.019796579006,0.0,12806.72165641522,,,,,,,
2017Q4,946.086564739114,949.054030803406,-0.534738272428,-2.969366021484,9.460875644503,946.771157645587,1.000636973565,-2.0341796875,-0.43663424769,0.0,12847.1290419781,,,,,,,
2018Q1,946.07722453962,948.763380392611,-0.532340886396,-2.68615585299,9.460772245396,946.771157645587,0.690266034538,-2.032340886397,-0.566370571744,0.0,12845.80072897872,,,,,,,
2018Q2,946.045374167872,948.561452733865,-0.495312035084,-2.515481177221,9.460459536637,946.771157645587,0.694922730252,-1.99560546875,-0.548982954737,0.0,12841.78436257563,,,,,,,
2018Q3,946.588878234957,948.35177776312,-0.390348084533,-1.762899528162,9.46588878235,946.771157645587,0.719441714447,-1.890348084533,-0.183854272385,0.0,12911.695175034454,,,,,,,
2018Q4,946.220232285905,948.329027142206,-0.473066300154,-2.108638338791,9.462204056911,946.771157645587,0.181618172668,-1.973388671875,-0.67809691661,0.0,12864.206668155484,,,,,,,
2019Q1,946.1003988987,946.682415867264,-0.329630050645,-0.582016968563,9.461003988987,946.771157645587,0.541243242312,-1.829630050645,-0.139859565182,0.0,12848.77800593549,,,,,,,
2019Q2,945.884683955124,946.467856464906,-0.33641660586,-0.583143867688,9.458847205998,946.771157645587,0.670754345375,-1.836456298828,-0.221868149056,0.0,12821.095843045827,,,,,,,
2019Q3,946.328935960622,946.302785455403,-0.209903361807,0.02615050522,9.463289359606,946.771157645587,0.886029611703,-1.709903361807,0.378313535592,0.0,12878.175805321496,,,,,,,
2019Q4,947.963335960814,946.309742768626,0.002224605065,1.653637237372,9.47963303232,946.771157645587,0.442068330414,-1.497802734375,1.636074070699,0.0,13090.381885580797,,,,,,,
2020Q1,955.642468770904,947.188084251672,1.054235674517,8.454384519233,9.556424687709,946.771157645587,-1.182113714862,-0.445764325483,7.801282003077,0.0,14135.21792919256,,,,,,,
2020Q2,939.209039483124,951.411660039401,-3.986336931586,-12.203452778216,9.392085337602,946.771157645587,-8.866003878922,-5.4853515625,-16.495525144571,0.0,11993.082900348763,,,,,,,
2020Q3,945.812118913417,955.165433728723,0.750500190905,-9.353314815303,9.458121189134,946.771157645587,7.56127540596,-0.749499809096,3.28527915025,0.0,12811.79088943304,,,,,,,
2020Q4,945.241035974634,954.828846277375,-0.573668453842,-9.587861245482,9.452410490001,946.771157645587,0.958603954577,-2.073638916016,-2.682985212437,0.0,12738.835118798912,,,,,,,
2021Q1,945.078557432714,957.65757166932,-0.596180169852,-12.579014236605,9.450785574327,946.771157645587,1.531011969607,-2.096180169851,-3.696824325823,0.0,12718.152394345618,,,,,,,
2021Q2,946.116559976802,957.478395089445,-0.059253296698,-11.361827056422,9.461165528701,946.771157645587,1.692610096912,-1.559265136719,-2.065291420035,0.0,12850.853761512553,,,,,,,
2021Q3,945.089687141731,957.622535585872,-0.27538663038,-12.532848444139,9.450896871417,946.771157645587,0.654547646798,-1.775386630383,-3.906566279673,0.0,12719.567966472128,,,,,,,
2021Q4,947.182323433022,957.485219904811,0.505384822784,-10.302904084107,9.471823311849,946.771157645587,1.681477614855,-0.994609832764,-1.044731612359,0.0,12988.54782755428,,,,,,,
2022Q1,946.915885862177,957.555911195248,0.22629332383,-10.640025333071,9.469158858622,946.771157645587,-0.411182382282,-1.27370667617,-2.881346970422,0.0,12953.986513324451,,,,,,,
2022Q2,945.973075687411,957.421953458707,0.272979133413,-11.448884782906,9.459730745501,946.771157645587,-0.1447386686,-1.227014541626,-3.592768682611,0.0,12832.428793512057,,,,,,,
2022Q3,946.111155131283,957.540354106868,0.62393250316,-11.429198975584,9.461111551313,946.771157645587,0.797962999219,-0.87606749684,-2.918880882518,0.0,12850.16012471246,,,,,,,
2022Q4,946.770385494134,957.654196148813,0.91416589357,-10.883738228218,9.467703690585,946.771157645587,0.660165801357,-0.585876464844,-2.342848375371,0.0,12935.149994678677,,,,,,,
