,y,y_tnd,diff_y_tnd,y_gap,log(Y),obs_y,shk_y_tnd,shk_y_gap,ant_shk_y_gap,Y,,,obs_diff_y,log(obs_Y),obs_y_gap,obs_y_gap4,obs_Y,
2007Q1,964.723670300895,962.114494490864,1.683784926951,2.609175810032,9.647236703009,964.723670300895,0.18378492695,0.556460804395,0.0,15478.956000000271,,,,,,,,
2007Q2,965.360075470575,962.541073789076,1.706317192847,2.8190016815,9.653600754706,965.360075470575,0.206317192847,0.862119823975,0.0,15577.77900000027,,,,,,,,
2007Q3,965.960575512094,962.955526731992,1.657811771662,3.005048780103,9.659605755121,965.960575512094,0.157811771662,0.890797518978,0.0,15671.605000000285,,,,,,,,
2007Q4,966.568368704112,963.359093365303,1.614266533242,3.209275338811,9.665683687041,966.568368704112,0.114266533242,0.955488753733,0.0,15767.146000000272,,,,,,,,
2008Q1,966.160106974973,963.705190094163,1.384386915441,2.454916880811,9.66160106975,966.160106974973,-0.115613084559,0.047960376703,0.0,15702.906000000245,,,,,,,,
2008Q2,966.730770931016,964.085959178775,1.523076338446,2.644811752242,9.66730770931,966.730770931016,0.023076338446,0.803624091633,0.0,15792.773000000268,,,,,,,,
2008Q3,966.202485053,964.407652853831,1.286774700223,1.79483219917,9.66202485053,966.202485053,-0.213225299777,-0.188776615012,0.0,15709.562000000287,,,,,,,,
2008Q4,963.995205744575,964.647470583499,0.95927091867,-0.652264838922,9.639952057446,963.995205744575,-0.54072908133,-1.998388988301,0.0,15366.607000000233,,,,,,,,
2009Q1,962.822635399101,964.936052389264,1.154327223063,-2.113416990162,9.628226353991,962.822635399101,-0.345672776937,-1.624218360971,0.0,15187.475000000262,,,,,,,,
2009Q2,962.65325389092,965.277438982485,1.365546372879,-2.624185091564,9.626532538909,962.65325389092,-0.134453627121,-1.039122348943,0.0,15161.77200000028,,,,,,,,
2009Q3,963.014530491167,965.652378121946,1.499756557845,-2.637847630778,9.630145304912,963.014530491167,-0.000243442155,-0.669708812106,0.0,15216.64700000026,,,,,,,,
2009Q4,964.076830006785,966.068549062211,1.664683761057,-1.991719055424,9.640768300068,964.076830006785,0.164683761057,-0.013333332342,0.0,15379.155000000263,,,,,,,,
2010Q1,964.57563737328,966.466920798244,1.593486944131,-1.891283424963,9.645756373733,964.57563737328,0.093486944131,-0.397494133395,0.0,15456.059000000301,,,,,,,,
2010Q2,965.538689740682,966.893136651575,1.704863413323,-1.354446910891,9.655386897407,965.538689740683,0.204863413323,0.06401565783,0.0,15605.628000000246,,,,,,,,
2010Q3,966.308860447767,967.315769919037,1.690533069847,-1.006909471268,9.663088604478,966.308860447767,0.190533069846,0.008925711899,0.0,15726.282000000285,,,,,,,,
2010Q4,966.827110369206,967.730880276213,1.660441428705,-0.903769907007,9.668271103692,966.827110369205,0.160441428705,-0.148587803556,0.0,15807.995000000317,,,,,,,,
2011Q1,966.585903631402,968.115357387107,1.537908443572,-1.529453755704,9.665859036314,966.585903631402,0.037908443572,-0.851626325449,0.0,15769.911000000295,,,,,,,,
2011Q2,967.261665957135,968.546599731277,1.724969376679,-1.284933774141,9.672616659571,967.261665957135,0.224969376679,-0.137843457364,0.0,15876.83900000027,,,,,,,,
2011Q3,967.222891278071,968.95064241021,1.616170715732,-1.727751132138,9.672228912781,967.22289127807,0.116170715732,-0.764050801534,0.0,15870.68400000032,,,,,,,,
2011Q4,968.338325301368,969.412812908399,1.848681992754,-1.07448760703,9.683383253014,968.338325301368,0.348681992754,0.221325742073,0.0,16048.70200000029,,,,,,,,
2012Q1,969.152921286022,969.865522328764,1.810837681461,-0.712601042741,9.69152921286,969.152921286022,0.31083768146,0.09326466253,0.0,16179.96800000028,,,,,,,,
2012Q2,969.607745378211,970.30478151903,1.75703676106,-0.697036140817,9.696077453782,969.607745378211,0.25703676106,-0.162585358762,0.0,16253.7260000003,,,,,,,,
2012Q3,969.782475613588,970.73410007444,1.717274221643,-0.951624460852,9.697824756136,969.782475613588,0.217274221643,-0.42884735524,0.0,16282.15100000028,,,,,,,,
2012Q4,969.892253403181,971.164061148924,1.719844297934,-1.271807745742,9.698922534032,969.892253403181,0.219844297933,-0.558089400104,0.0,16300.035000000318,,,,,,,,
2013Q1,970.756299299795,971.63254097352,1.873919298381,-0.876241673723,9.707562992998,970.756299299795,0.373919298381,0.077614135582,0.0,16441.485000000284,,,,,,,,
2013Q2,970.895587468536,972.071838518038,1.757190178072,-1.1762510495,9.708955874685,970.895587468536,0.257190178071,-0.519069794209,0.0,16464.40200000029,,,,,,,,
2013Q3,971.684123744181,972.544595869767,1.891029406912,-0.860472125585,9.716841237442,971.684123744181,0.391029406912,0.02171616154,0.0,16594.743000000286,,,,,,,,
2013Q4,972.392777850684,973.016987124838,1.889565020284,-0.624209274153,9.723927778507,972.392777850684,0.389565020284,0.021144820035,0.0,16712.76000000029,,,,,,,,
2014Q1,972.042053795755,973.444272675942,1.709142204418,-1.402218880187,9.720420537958,972.042053795755,0.209142204418,-0.934061924573,0.0,16654.247000000247,,,,,,,,
2014Q2,973.318007678534,973.949626712617,2.021416146697,-0.631619034082,9.733180076785,973.318007678534,0.521416146697,0.420045126057,0.0,16868.1090000003,,,,,,,,
2014Q3,974.476235889015,974.452066237973,2.009758101421,0.024169651043,9.74476235889,974.476235889015,0.509758101421,0.497883926604,0.0,17064.616000000307,,,,,,,,
2014Q4,974.924224323164,974.922613797033,1.882190236241,0.001610526132,9.749242243232,974.924224323164,0.382190236241,-0.016516712151,0.0,17141.2350000003,,,,,,,,
2015Q1,975.734248378674,975.409365896878,1.947008399379,0.324882481797,9.757342483787,975.734248378674,0.447008399378,0.323674587197,0.0,17280.647000000325,,,,,,,,
2015Q2,976.31257427765,975.884531204334,1.900661229823,0.428043073317,9.763125742777,976.31257427765,0.400661229823,0.184381211969,0.0,17380.875000000306,,,,,,,,
2015Q3,976.635425225214,976.346660159215,1.848515819521,0.288765066,9.766354252252,976.635425225214,0.348515819521,-0.032267238988,0.0,17437.080000000296,,,,,,,,
2015Q4,976.781552753494,976.799798643583,1.81255393747,-0.018245890087,9.767815527535,976.781552753494,0.31255393747,-0.234819689589,0.0,17462.579000000336,,,,,,,,
2016Q1,977.369003744944,977.272765961712,1.891869272517,0.096237783232,9.773690037449,977.369003744944,0.391869272517,0.109922200797,0.0,17565.465000000346,,,,,,,,
2016Q2,977.67093627625,977.732589774972,1.83929525304,-0.061653498721,9.776709362763,977.67093627625,0.33929525304,-0.133831836146,0.0,17618.581000000293,,,,,,,,
2016Q3,978.270252164766,978.205959311312,1.893478145357,0.064292853455,9.782702521648,978.270252164766,0.393478145357,0.110532977496,0.0,17724.48900000029,,,,,,,,
2016Q4,978.765910542638,978.674447567871,1.873953026235,0.091462974769,9.787659105426,978.765910542638,0.373953026235,0.043243334677,0.0,17812.560000000278,,,,,,,,
2017Q1,979.194653240316,979.139598320187,1.860603009263,0.05505492013,9.791946532403,979.194653240316,0.360603009263,-0.013542310948,0.0,17889.094000000277,,,,,,,,
2017Q2,979.697181431003,979.607847471742,1.872996606218,0.089333959262,9.79697181431,979.697181431003,0.372996606218,0.048042769164,0.0,17979.218000000306,,,,,,,,
2017Q3,980.521265228803,980.090161299886,1.929255312578,0.431103928918,9.805212652288,980.521265228803,0.429255312578,0.36410345947,0.0,18127.994000000315,,,,,,,,
2017Q4,981.521902202368,980.578771897361,1.954442389895,0.943130305008,9.815219022024,981.521902202368,0.454442389895,0.619802358319,0.0,18310.30000000028,,,,,,,,
2018Q1,982.212168236906,981.049966145681,1.884776993279,1.162202091226,9.822121682369,982.212168236906,0.384776993278,0.454854362469,0.0,18437.12700000033,,,,,,,,
2018Q2,982.907090967158,981.517032327797,1.868264728463,1.390058639362,9.829070909672,982.907090967158,0.368264728463,0.518407070942,0.0,18565.697000000364,,,,,,,,
2018Q3,983.626532681604,981.980009588909,1.851909044447,1.646523092697,9.836265326816,983.626532681605,0.351909044447,0.603979113174,0.0,18699.748000000287,,,,,,,,
2018Q4,983.808150854273,982.412761456014,1.731007468417,1.395389398261,9.838081508543,983.808150854273,0.231007468417,0.160497078737,0.0,18733.741000000347,,,,,,,,
2019Q1,984.349394096585,982.856409261318,1.774591221215,1.492984835268,9.843493940966,984.349394096585,0.274591221215,0.446442786572,0.0,18835.41100000037,,,,,,,,
2019Q2,985.02014844196,983.300285232299,1.775503883924,1.719863209662,9.85020148442,985.02014844196,0.275503883924,0.60012458321,0.0,18962.175000000327,,,,,,,,
2019Q3,985.906178053663,983.747382994274,1.788391047898,2.15879505939,9.859061780537,985.906178053663,0.288391047898,0.868897652143,0.0,19130.932000000346,,,,,,,,
2019Q4,986.348246384076,984.166546687462,1.676654772751,2.181699696616,9.863482463841,986.348246384076,0.176654772751,0.562603402073,0.0,19215.691000000345,,,,,,,,
2020Q1,985.166132669215,984.504845140949,1.353193813946,0.661287528267,9.851661326692,985.166132669215,-0.146806186054,-0.974987244195,0.0,18989.87700000035,,,,,,,,
2020Q2,976.300128790293,984.496621320193,-0.032895283024,-8.196492529899,9.763001287903,976.300128790292,-1.532895283024,-8.692458176101,0.0,17378.712000000327,,,,,,,,
2020Q3,983.861404196253,985.254531245514,3.031639701282,-1.39312704926,9.838614041963,983.861404196253,1.531639701282,4.754242348164,0.0,18743.720000000303,,,,,,,,
2020Q4,984.82000815083,985.721997400807,1.869864621173,-0.901989249976,9.848200081508,984.82000815083,0.369864621173,0.142856036968,0.0,18924.262000000355,,,,,,,,
2021Q1,986.351020120436,986.218459397259,1.985847985805,0.132560723179,9.863510201204,986.351020120436,0.485847985804,0.809052660661,0.0,19216.22400000032,,,,,,,,
2021Q2,988.043630217348,986.721662501189,2.012812415722,1.32196771616,9.880436302174,988.043630217348,0.512812415722,1.222547173775,0.0,19544.24800000039,,,,,,,,
2021Q3,988.698177864146,987.173452481547,1.807159921431,1.5247253826,9.886981778641,988.698177864146,0.307159921431,0.533249595479,0.0,19672.594000000365,,,,,,,,
2021Q4,990.379655479002,987.665535126958,1.968330581641,2.714120352045,9.90379655479,990.379655479002,0.468330581641,1.570576315094,0.0,20006.18100000037,,,,,,,,
2022Q1,989.96847309672,988.053789263721,1.553016547049,1.914683833,9.899684730967,989.96847309672,0.053016547049,-0.120906431034,0.0,19924.08800000039,,,,,,,,
2022Q2,989.82373442812,988.446829373361,1.572160438559,1.376905054761,9.898237344281,989.82373442812,0.072160438559,-0.05910781999,0.0,19895.271000000404,,,,,,,,
2022Q3,990.621697427339,988.876942300012,1.720451706605,1.744755127328,9.906216974273,990.621697427339,0.220451706605,0.712076336257,0.0,20054.663000000364,,,,,,,,
2022Q4,991.281863228696,989.294374922553,1.669730490162,1.987488306145,9.912818632287,991.281863228696,0.169730490162,0.678921960648,0.0,20187.495000000374,,,,,,,,
