,y,y_tnd,diff_y_tnd,y_gap,log(Y),diff_cpi,diff4_cpi,E_diff_cpi,rs,rrs_gap,rrs,cpi,obs_y,obs_rs,obs_cpi,shk_y_tnd,shk_y_gap,shk_diff_cpi,shk_rs,shk_E_diff_cpi,ant_shk_y_gap,ant_shk_diff_cpi,ant_shk_rs,Y,,,obs_diff_y,log(obs_Y),obs_y_gap,obs_y_gap4,obs_diff_cpi,obs_Y,
2018Q2,982.907090967158,982.773297671555,2.16030010609,0.133793295602,9.829070909672,1.918496529321,2.063696476388,1.81714119784,1.84,-0.655190972796,-0.155190972796,554.417173071585,982.907090967158,1.84,554.417173071585,0.66030010609,0.08406500442,-0.395666166569,0.028032683641,-0.178049774956,0.0,0.0,0.0,18565.697000000033,,,,,,,,,
2018Q3,983.626532681605,983.313056531739,2.159035440739,0.313476149865,9.836265326816,1.457143375598,2.055584442009,1.482370967371,2.04,-0.075770886995,0.424229113005,554.781458915484,983.626532681605,2.04,554.781458915484,0.659035440739,0.205554089465,-0.296444265831,0.363314188768,-0.133399919624,0.0,0.0,0.0,18699.747999999985,,,,,,,,,
2018Q4,983.808150854273,983.828941727411,2.063540782693,-0.020790873139,9.838081508543,2.201641814126,2.068443078534,2.342309680429,2.316666667,-0.368929303528,0.131070696472,555.331869369016,983.808150854273,2.316666667,555.331869369016,0.563540782693,-0.292790915889,0.348252688668,-0.012223220638,0.156713709901,0.0,0.0,0.0,18733.74100000005,,,,,,,,,
2019Q1,984.349394096585,984.363983309364,2.140166327816,-0.01458921278,9.843493940966,2.628639412069,2.051480282778,2.666388672462,2.386666667,-0.681027810626,-0.181027810626,555.989029222033,984.349394096585,2.386666667,555.989029222033,0.640166327816,-0.067098838988,0.21932043297,-0.499461944463,0.098694194836,0.0,0.0,0.0,18835.41100000004,,,,,,,,,
2019Q2,985.02014844196,984.903047931783,2.156258489681,0.117100510176,9.85020148442,1.798402597341,2.021456799783,1.67353385813,2.3,-0.059001073043,0.440998926957,556.438629871368,985.02014844196,2.3,556.438629871368,0.656258489682,0.122142312458,-0.412149366473,0.004659382964,-0.185467214913,0.0,0.0,0.0,18962.175000000025,,,,,,,,,
2019Q3,985.906178053663,985.443117630888,2.160278796422,0.463060422774,9.859061780537,2.133539549377,2.190555843228,2.295094591228,1.98,-0.785700810599,-0.285700810598,556.972014758712,985.906178053663,1.98,556.972014758712,0.660278796422,0.296664959084,0.06531951251,-0.64696348983,0.02939378063,0.0,0.0,0.0,19130.932000000077,,,,,,,,,
2019Q4,986.348246384076,985.950499307304,2.029526705671,0.397747076771,9.863482463841,2.359237150254,2.22995467726,2.485374373242,1.576666667,-1.396288956135,-0.896288956135,557.561824046275,986.348246384076,1.576666667,557.561824046275,0.529526705671,-0.089177135922,0.02759722246,-1.007237210286,0.012418750107,0.0,0.0,0.0,19215.691000000035,,,,,,,,,
2020Q1,985.166132669215,986.368452319598,1.67181204918,-1.202319650384,9.851661326692,2.439818081087,2.182749344515,2.268652219179,1.11,-1.549942967494,-1.049942967494,558.171778566546,985.166132669215,1.11,558.171778566546,0.17181204918,-1.655624254711,0.241576114856,-0.823232756901,0.108709251685,0.0,0.0,0.0,18989.877000000048,,,,,,,,,
2020Q2,976.300128790293,986.452411777624,0.335837832109,-10.152282987332,9.763001287903,-0.22602928688,1.676641373459,-2.269192833929,0.143333333,2.123322296065,2.623322296065,558.115271244826,976.300128790292,0.143333333,558.115271244826,-1.164162167891,-9.038211019937,0.468435842524,3.200659674473,0.210796129136,0.0,0.0,0.0,17378.712000000018,,,,,,,,,
2020Q3,983.861404196253,987.330164875617,3.511012391976,-3.468760679365,9.838614041963,3.338737644911,1.977940897343,3.454867006231,0.113333333,-2.826675822708,-2.326675822708,558.949955656054,983.861404196253,0.113333333,558.949955656054,2.011012391976,3.862783978864,2.255239667828,-0.924305177808,1.014857850522,0.0,0.0,0.0,18743.720000000038,,,,,,,,,
2020Q4,984.82000815083,987.952827275543,2.49064959971,-3.132819124715,9.848200081508,2.23835517626,1.947720403844,1.545965775707,0.093333333,-1.943791389473,-1.443791389473,559.509544450118,984.82000815083,0.093333333,559.509544450118,0.990649599711,-0.725627754137,0.019646784963,-0.107646464843,0.008841053233,0.0,0.0,0.0,18924.26200000002,,,,,,,,,
2021Q1,986.351020120437,988.614022642382,2.644781467359,-2.263002521947,9.863510201204,1.699818016029,1.76272038758,1.322559570601,0.05,-1.727617569072,-1.227617569072,559.934498954125,986.351020120436,0.05,559.934498954125,1.144781467359,-0.086149935317,0.09987111451,0.0626176015,0.044942001529,0.0,0.0,0.0,19216.224000000046,,,,,,,,,
2021Q2,988.043630217348,989.275057822112,2.644140718923,-1.231427604765,9.880436302173,6.49695104436,3.44346547039,6.999588725136,0.026666667,-6.332001521766,-5.832001521766,561.558736715215,988.043630217348,0.026666667,561.558736715215,1.144140718923,-0.16737586548,2.53537896971,-4.184186188196,1.14092053637,0.0,0.0,0.0,19544.24800000004,,,,,,,,,
2021Q3,988.698177864146,989.870696924438,2.382556409307,-1.172519060292,9.886981778641,5.349829538546,3.946238443799,4.73422980359,0.046666667,-5.294053405237,-4.794053405236,562.896194099851,988.698177864146,0.046666667,562.896194099851,0.882556409307,-0.778353697241,-0.236645041438,-3.213494503748,-0.106490268647,0.0,0.0,0.0,19672.594000000016,,,,,,,,,
2021Q4,990.379655479001,990.460440787186,2.358975450997,-0.080785308186,9.90379655479,6.58974235273,5.034085237916,6.553299471198,0.053333333,-6.682072694309,-6.182072694309,564.543629688034,990.379655479002,0.053333333,564.543629688034,0.858975450997,0.130396717604,0.706429875309,-4.5519503102,0.317893443889,0.0,0.0,0.0,20006.180999999982,,,,,,,,,
2022Q1,989.96847309672,990.900620993701,1.760720826065,-0.932147896982,9.899684730967,6.963374372859,6.349974327124,6.557079764861,0.306666667,-6.533717859395,-6.033717859394,566.284473281248,989.96847309672,0.306666667,566.284473281248,0.260720826065,-1.524930701781,0.481544974369,-4.356144065976,0.216695238466,0.0,0.0,0.0,19924.088000000072,,,,,,,,,
2022Q2,989.82373442812,991.30265377432,1.608131122481,-1.478919346201,9.898237344281,6.618855634182,6.380450474579,5.964298586117,1.076666667,-5.273801134127,-4.773801134126,567.939187189793,989.82373442812,1.076666667,567.939187189794,0.108131122481,-1.307188536876,0.252957299977,-3.283580900831,0.11383078499,0.0,0.0,0.0,19895.27100000005,,,,,,,,,
2022Q3,990.621697427339,991.712862615034,1.64083536286,-1.091165187696,9.906216974273,6.823740138496,6.748928124567,6.264741121735,2.663333333,-3.888399139576,-3.388399139576,569.645122224417,990.621697427339,2.663333333,569.645122224417,0.140835362861,-0.370815592002,0.473352553685,-2.439614564081,0.213008649158,0.0,0.0,0.0,20054.66300000004,,,,,,,,,
2022Q4,991.281863228696,992.103340933441,1.561913273634,-0.821477704746,9.912818632287,5.421629109848,6.456899813846,4.636816548389,4.04,-1.24794798757,-0.74794798757,571.000529501879,991.281863228696,4.04,571.000529501879,0.061913273634,-0.12789861273,-0.335847642625,-1.071599460637,-0.151131439181,0.0,0.0,0.0,20187.495000000046,,,,,,,,,
